timestamp,open,high,low,close,volume
2024-11-17 01:19:00,90740.0,90778.7,90715.03,90719.97,3.41514533
2024-11-17 01:20:00,90719.81,90768.44,90697.0,90733.56,5.74324187
2024-11-17 01:21:00,90741.81,90773.28,90703.4,90767.59,9.72848531
2024-11-17 01:22:00,90767.59,90773.79,90718.7,90724.22,1.58626406
2024-11-17 01:23:00,90724.23,90804.36,90705.0,90729.62,2.3301832
2024-11-17 01:24:00,90736.98,90772.58,90717.0,90743.64,4.69737817
2024-11-17 01:25:00,90744.01,90749.78,90688.82,90717.45,4.08587875
2024-11-17 01:26:00,90703.84,90710.33,90663.0,90709.29,3.51684104
2024-11-17 01:27:00,90707.17,90737.09,90683.0,90731.9,2.35401485
2024-11-17 01:28:00,90724.93,90737.04,90687.0,90713.0,2.33068887
2024-11-17 01:29:00,90713.0,90728.23,90682.0,90707.94,2.15356213
2024-11-17 01:30:00,90707.94,90718.11,90610.21,90640.42,5.24400982
2024-11-17 01:31:00,90650.0,90650.1,90578.01,90595.95,3.64092377
2024-11-17 01:32:00,90579.0,90650.0,90436.0,90464.28,15.02458289
2024-11-17 01:33:00,90456.09,90514.47,90376.0,90415.17,8.63393147
2024-11-17 01:34:00,90419.85,90517.43,90347.0,90485.5,22.10032103
2024-11-17 01:35:00,90517.42,90568.51,90485.5,90521.71,4.04448238
2024-11-17 01:36:00,90529.31,90602.89,90485.6,90573.31,2.61032153
2024-11-17 01:37:00,90573.32,90589.0,90492.86,90501.29,3.65867833
2024-11-17 01:38:00,90493.16,90541.17,90463.0,90532.9,5.03519802
2024-11-17 01:39:00,90532.9,90554.19,90400.0,90425.11,9.49130794
2024-11-17 01:40:00,90421.01,90421.01,90263.0,90300.25,27.70207887
2024-11-17 01:41:00,90302.56,90367.25,90295.0,90307.69,7.31314875
2024-11-17 01:42:00,90307.55,90382.23,90274.0,90304.62,15.31154103
2024-11-17 01:43:00,90315.76,90329.24,90243.0,90249.37,16.44304464
2024-11-17 01:44:00,90249.33,90295.13,90197.47,90215.13,12.83016576
2024-11-17 01:45:00,90206.4,90247.66,90100.0,90122.54,31.75153426
2024-11-17 01:46:00,90124.92,90356.52,90118.0,90348.62,6.00293674000001
2024-11-17 01:47:00,90362.66,90380.17,90265.0,90292.43,8.62934126
2024-11-17 01:48:00,90300.18,90304.97,90212.33,90242.19,17.19279468
2024-11-17 01:49:00,90242.58,90261.28,90141.0,90157.89,8.66561377999999
2024-11-17 01:50:00,90157.89,90303.93,90148.3,90169.33,10.64800677
2024-11-17 01:51:00,90169.11,90203.52,90103.06,90145.37,8.75900818
2024-11-17 01:52:00,90149.66,90270.96,90118.0,90136.62,8.47265299
2024-11-17 01:53:00,90136.77,90186.04,90109.0,90120.67,6.52483872
2024-11-17 01:54:00,90120.66,90136.5,90082.41,90127.43,14.15614031
2024-11-17 01:55:00,90117.8,90240.14,90033.99,90228.11,16.44601592
2024-11-17 01:56:00,90216.83,90227.92,90137.0,90146.41,10.20666311
2024-11-17 01:57:00,90144.86,90274.39,90140.6,90225.53,8.32717285
2024-11-17 01:58:00,90231.64,90281.27,90180.7,90216.0,6.79109995000001
2024-11-17 01:59:00,90281.28,90349.86,90224.0,90309.36,6.99317172
2024-11-17 02:00:00,90309.36,90327.62,90233.0,90327.62,5.27540823
2024-11-17 02:01:00,90269.8,90327.31,90120.77,90147.53,9.82834877999999
2024-11-17 02:02:00,90144.18,90200.0,90030.98,90126.0,8.85902049000001
2024-11-17 02:03:00,90136.67,90136.67,90000.0,90106.75,35.54653499
2024-11-17 02:04:00,90106.84,90137.25,89894.0,89926.28,51.6780081400001
2024-11-17 02:05:00,89932.5,90039.23,89859.59,89906.03,28.00722208
2024-11-17 02:06:00,89902.95,89928.0,89765.66,89805.89,21.55693575
2024-11-17 02:07:00,89805.9,89813.3,89555.74,89559.87,36.62222184
2024-11-17 02:08:00,89559.84,89750.88,89503.0,89703.0,23.36799301
2024-11-17 02:09:00,89703.59,89821.42,89599.4,89664.0,84.0473349900001
2024-11-17 02:10:00,89764.3,89775.0,89528.5,89541.0,21.01604973
2024-11-17 02:11:00,89536.38,89681.47,89514.0,89566.9,45.30908469
2024-11-17 02:12:00,89566.89,89642.79,89502.27,89612.77,14.28771549
2024-11-17 02:13:00,89619.67,89722.15,89556.1,89635.7,17.8930943
2024-11-17 02:14:00,89631.51,89671.83,89513.55,89513.55,18.98621346
2024-11-17 02:15:00,89529.5,89561.5,89434.96,89453.16,24.23359424
2024-11-17 02:16:00,89453.16,89644.43,89400.0,89624.7,32.33916932
2024-11-17 02:17:00,89624.69,89786.57,89570.9,89686.5,30.87236552
2024-11-17 02:18:00,89686.6,89775.85,89659.0,89755.11,45.50511191
2024-11-17 02:19:00,89756.29,89798.39,89676.5,89776.93,9.4743888
2024-11-17 02:20:00,89766.33,89884.05,89700.0,89870.17,24.86453523
2024-11-17 02:21:00,89870.16,89899.5,89758.64,89758.64,17.61030038
2024-11-17 02:22:00,89750.0,89827.84,89682.34,89815.04,15.55433452
2024-11-17 02:23:00,89793.58,89848.09,89697.28,89697.35,4.23021134
2024-11-17 02:24:00,89703.47,89840.15,89693.0,89776.35,9.55097337000001
2024-11-17 02:25:00,89771.43,89888.13,89750.13,89879.0,16.41657703
2024-11-17 02:26:00,89878.97,89926.15,89809.64,89926.15,5.11841026
2024-11-17 02:27:00,89925.23,89936.38,89762.35,89771.19,4.20904951
2024-11-17 02:28:00,89761.0,89825.7,89682.34,89786.54,7.27725493
2024-11-17 02:29:00,89786.54,89792.01,89725.4,89781.07,1.6511368
2024-11-17 02:30:00,89781.07,89807.23,89729.15,89742.49,1.95615413
2024-11-17 02:31:00,89740.21,89844.08,89732.79,89800.3,3.11734938
2024-11-17 02:32:00,89786.98,89861.79,89736.22,89745.98,4.73161365
2024-11-17 02:33:00,89745.99,89793.6,89600.84,89611.88,6.28668296
2024-11-17 02:34:00,89613.49,89701.28,89578.0,89700.85,3.23558932
2024-11-17 02:35:00,89682.59,89753.15,89592.0,89651.51,2.03890759
2024-11-17 02:36:00,89651.51,89702.17,89581.0,89664.34,2.93800385
2024-11-17 02:37:00,89662.33,89750.68,89625.4,89671.17,6.01800167
2024-11-17 02:38:00,89682.58,89693.23,89628.52,89655.44,10.70443986
2024-11-17 02:39:00,89658.65,89730.71,89625.0,89730.67,7.93786312
2024-11-17 02:40:00,89720.21,89743.35,89629.29,89738.56,7.18038572
2024-11-17 02:41:00,89731.48,89798.82,89674.0,89798.82,3.80847943
2024-11-17 02:42:00,89798.8,89954.78,89730.9,89927.94,7.2060931
2024-11-17 02:43:00,89939.88,89973.14,89879.0,89961.28,4.26943759
2024-11-17 02:44:00,89961.59,89993.07,89909.7,89925.0,2.84950814
2024-11-17 02:45:00,89930.59,89955.42,89869.02,89910.31,10.61906693
2024-11-17 02:46:00,89908.85,89928.7,89790.0,89831.0,7.48349465
2024-11-17 02:47:00,89830.89,89929.66,89813.9,89894.35,9.7659112
2024-11-17 02:48:00,89893.09,89992.45,89877.69,89941.14,2.35123065
2024-11-17 02:49:00,89941.49,89995.47,89932.0,89940.85,3.62559395
2024-11-17 02:50:00,89942.23,89997.93,89919.16,89942.0,11.82798096
2024-11-17 02:51:00,89994.41,90012.21,89945.1,90004.84,1.05694824
2024-11-17 02:52:00,90010.19,90036.01,89981.0,90036.01,1.64973887
2024-11-17 02:53:00,90035.26,90105.75,89996.0,90039.14,3.8311612
2024-11-17 02:54:00,90038.74,90038.74,89943.0,89971.28,2.62786714
2024-11-17 02:55:00,89964.53,90040.51,89937.39,90025.21,7.39579387
2024-11-17 02:56:00,90014.38,90084.51,90007.0,90076.84,7.06354928
2024-11-17 02:57:00,90067.83,90157.77,90022.0,90153.26,17.10325433
2024-11-17 02:58:00,90150.24,90172.16,90071.82,90100.0,6.21727444
2024-11-17 02:59:00,90079.29,90100.1,90053.0,90070.88,1.07090278
2024-11-17 03:00:00,90100.1,90100.1,89981.04,89986.1,4.80098312
2024-11-17 03:01:00,89987.78,90016.26,89971.35,90007.71,2.00171278
2024-11-17 03:02:00,90007.83,90085.12,89974.0,90034.72,1.16996671
2024-11-17 03:03:00,90034.16,90182.02,90006.7,90177.44,5.11885028
2024-11-17 03:04:00,90163.95,90187.66,90112.0,90136.0,4.44662836
2024-11-17 03:05:00,90125.36,90291.52,90120.0,90278.79,14.25263528
2024-11-17 03:06:00,90207.5,90283.88,90150.1,90198.43,7.79903517
2024-11-17 03:07:00,90190.59,90222.6,90165.67,90172.02,5.66622767
2024-11-17 03:08:00,90176.21,90212.1,90100.0,90196.4,1.36418698
2024-11-17 03:09:00,90196.4,90200.0,90077.0,90099.0,1.0856575
2024-11-17 03:10:00,90139.79,90153.04,90075.61,90102.56,1.26549516
2024-11-17 03:11:00,90098.77,90114.9,89997.89,90009.31,1.60325252
2024-11-17 03:12:00,89998.01,90009.36,89892.0,89914.77,8.80424134
2024-11-17 03:13:00,89909.13,89940.1,89834.0,89898.21,4.71629353
2024-11-17 03:14:00,89900.72,89907.94,89802.0,89816.59,4.21204494
2024-11-17 03:15:00,89825.48,89931.71,89803.0,89931.71,3.87810679
2024-11-17 03:16:00,89936.15,89963.52,89850.7,89852.63,2.77243531
2024-11-17 03:17:00,89888.0,89937.12,89813.0,89924.06,3.85685191
2024-11-17 03:18:00,89910.8,89922.88,89842.0,89880.12,8.79277294
2024-11-17 03:19:00,89864.75,89920.76,89814.0,89912.59,1.27442245
2024-11-17 03:20:00,89908.67,89950.89,89839.0,89888.01,2.4551396
2024-11-17 03:21:00,89888.01,89998.21,89869.9,89915.2,2.89386066
2024-11-17 03:22:00,89927.56,89952.44,89881.0,89934.68,1.03343808
2024-11-17 03:23:00,89934.68,89994.0,89885.0,89986.52,1.45638239
2024-11-17 03:24:00,89986.48,89995.86,89922.0,89954.68,0.666338190000001
2024-11-17 03:25:00,89954.68,89965.43,89911.0,89938.44,2.23659343
2024-11-17 03:26:00,89942.13,89983.63,89912.0,89983.63,1.43595311
2024-11-17 03:27:00,89977.25,90091.7,89938.6,90002.0,6.6431063
2024-11-17 03:28:00,90081.57,90100.0,90002.0,90075.48,2.90060816
2024-11-17 03:29:00,90067.42,90083.89,90027.83,90060.19,3.26173747
2024-11-17 03:30:00,90060.68,90100.0,90030.0,90079.82,2.17300793
2024-11-17 03:31:00,90081.31,90093.74,90032.0,90074.82,1.11346711
2024-11-17 03:32:00,90063.19,90126.99,90032.0,90124.36,4.16078316
2024-11-17 03:33:00,90120.88,90162.01,90059.8,90137.9,1.77492155
2024-11-17 03:34:00,90128.22,90145.36,90073.4,90093.0,3.39693896
2024-11-17 03:35:00,90100.0,90100.01,90014.0,90035.6,2.45509434
2024-11-17 03:36:00,90029.52,90094.77,90014.0,90085.98,3.73740549
2024-11-17 03:37:00,90076.29,90184.87,90043.0,90102.6,2.43296202
2024-11-17 03:38:00,90187.87,90199.79,90095.0,90128.94,3.17378888
2024-11-17 03:39:00,90128.76,90158.91,90085.0,90157.22,1.38756168
2024-11-17 03:40:00,90157.22,90191.18,90103.0,90164.8,5.18692948
2024-11-17 03:41:00,90177.96,90178.69,90116.0,90158.29,2.68921746
2024-11-17 03:42:00,90158.22,90170.12,90086.0,90143.89,2.587999
2024-11-17 03:43:00,90134.36,90142.18,90084.0,90109.4,2.14195299
2024-11-17 03:44:00,90138.63,90177.55,90088.0,90169.36,2.10920647
2024-11-17 03:45:00,90169.16,90199.99,90120.0,90147.93,0.87353579
2024-11-17 03:46:00,90127.0,90166.22,90087.0,90160.76,1.03855093
2024-11-17 03:47:00,90160.75,90160.75,90055.0,90109.51,2.34855268
2024-11-17 03:48:00,90109.51,90142.5,90068.0,90084.61,1.10769752
2024-11-17 03:49:00,90090.6,90146.41,90050.0,90142.1,0.62416708
2024-11-17 03:50:00,90109.4,90160.73,90098.0,90141.96,1.75061733
2024-11-17 03:51:00,90147.05,90215.59,90103.0,90215.59,3.68145043
2024-11-17 03:52:00,90210.88,90231.85,90134.4,90147.62,7.6028449
2024-11-17 03:53:00,90147.62,90221.84,90132.0,90209.6,3.97274377
2024-11-17 03:54:00,90210.5,90260.67,90149.2,90255.57,5.43388732
2024-11-17 03:55:00,90256.89,90293.39,90202.0,90293.39,3.19881392
2024-11-17 03:56:00,90292.99,90296.04,90208.0,90221.49,2.10198895
2024-11-17 03:57:00,90217.09,90283.42,90202.0,90232.9,1.03542683
2024-11-17 03:58:00,90232.9,90289.0,90203.0,90287.75,1.22995859
2024-11-17 03:59:00,90287.87,90298.0,90237.0,90295.81,1.72300024
2024-11-17 04:00:00,90268.0,90318.57,90235.0,90265.96,4.53400682
2024-11-17 04:01:00,90275.01,90299.71,90195.0,90250.41,2.35357758
2024-11-17 04:02:00,90261.16,90365.59,90219.0,90360.55,6.90768535
2024-11-17 04:03:00,90351.22,90360.0,90275.0,90352.69,3.95136905
2024-11-17 04:04:00,90353.32,90353.32,90267.81,90282.08,2.48205572
2024-11-17 04:05:00,90278.35,90314.8,90189.4,90191.71,4.02619479
2024-11-17 04:06:00,90224.3,90243.57,90166.0,90241.41,1.64428826
2024-11-17 04:07:00,90241.44,90325.47,90183.9,90275.02,6.29621443999999
2024-11-17 04:08:00,90279.0,90339.51,90217.12,90297.7,5.01759896
2024-11-17 04:09:00,90313.72,90376.43,90286.0,90348.37,13.13919499
2024-11-17 04:10:00,90351.3,90417.83,90297.8,90391.62,6.5433691
2024-11-17 04:11:00,90391.82,90465.0,90363.0,90430.65,4.96215099
2024-11-17 04:12:00,90431.64,90462.88,90319.0,90326.29,2.77932053
2024-11-17 04:13:00,90329.16,90369.06,90252.81,90255.9,1.82149661
2024-11-17 04:14:00,90255.9,90329.33,90238.0,90318.5,3.63750201
2024-11-17 04:15:00,90318.5,90471.48,90275.0,90432.92,8.51310619999999
2024-11-17 04:16:00,90429.25,90432.91,90321.0,90380.77,29.46648116
2024-11-17 04:17:00,90387.68,90495.0,90321.0,90434.9,9.99633877
2024-11-17 04:18:00,90494.98,90549.83,90431.0,90535.76,3.12735546
2024-11-17 04:19:00,90524.79,90546.45,90445.0,90468.21,6.30107419
2024-11-17 04:20:00,90468.2,90491.3,90443.81,90454.21,2.51774313
2024-11-17 04:21:00,90457.98,90465.0,90322.0,90350.0,6.88336962
2024-11-17 04:22:00,90344.72,90402.25,90309.0,90382.45,1.97713549
2024-11-17 04:23:00,90394.63,90485.9,90362.2,90469.8,4.89509783
2024-11-17 04:24:00,90473.23,90477.82,90389.42,90435.99,5.88587883000001
2024-11-17 04:25:00,90450.49,90450.49,90360.0,90411.38,5.32394162
2024-11-17 04:26:00,90411.38,90473.38,90386.0,90463.21,5.33751229
2024-11-17 04:27:00,90458.6,90471.04,90399.15,90429.25,1.87997558
2024-11-17 04:28:00,90426.3,90449.59,90387.93,90387.93,2.66042476
2024-11-17 04:29:00,90378.84,90444.12,90373.43,90444.1,1.36423096
2024-11-17 04:30:00,90436.16,90477.89,90399.01,90475.67,3.08717993
2024-11-17 04:31:00,90477.89,90478.0,90370.84,90387.37,3.494419
2024-11-17 04:32:00,90375.91,90400.1,90311.75,90319.81,5.99519029
2024-11-17 04:33:00,90315.96,90357.3,90300.59,90304.27,1.07067544
2024-11-17 04:34:00,90300.59,90350.1,90287.62,90291.27,0.89772363
2024-11-17 04:35:00,90298.76,90350.1,90276.0,90320.57,1.655697
2024-11-17 04:36:00,90320.57,90409.23,90304.0,90382.28,8.34800469
2024-11-17 04:37:00,90382.28,90454.66,90360.5,90445.37,0.87151909
2024-11-17 04:38:00,90450.98,90569.19,90384.1,90569.19,5.82770864
2024-11-17 04:39:00,90484.7,90696.02,90484.7,90621.26,4.50465437
2024-11-17 04:40:00,90621.06,90696.02,90584.88,90655.62,2.62509927
2024-11-17 04:41:00,90648.16,90696.02,90618.13,90678.21,2.85239308
2024-11-17 04:42:00,90666.97,90690.72,90542.62,90551.66,3.66973794
2024-11-17 04:43:00,90551.7,90689.08,90551.7,90636.42,1.42747002
2024-11-17 04:44:00,90636.43,90659.73,90606.0,90644.19,6.67204724
2024-11-17 04:45:00,90644.79,90688.83,90521.0,90548.3,2.32407843
2024-11-17 04:46:00,90550.23,90653.1,90517.18,90522.96,3.36298639
2024-11-17 04:47:00,90522.46,90586.2,90325.0,90426.56,20.06358367
2024-11-17 04:48:00,90435.98,90441.45,90335.0,90433.76,5.42360503
2024-11-17 04:49:00,90420.75,90555.13,90402.0,90545.92,6.61613711
2024-11-17 04:50:00,90544.82,90549.85,90443.0,90473.24,2.26367591
2024-11-17 04:51:00,90482.53,90549.27,90454.0,90548.24,2.8719914
2024-11-17 04:52:00,90483.0,90581.85,90471.6,90527.69,2.13682996
2024-11-17 04:53:00,90528.89,90550.1,90463.68,90468.23,0.94039274
2024-11-17 04:54:00,90466.2,90492.26,90444.98,90477.04,4.03171054
2024-11-17 04:55:00,90477.04,90509.0,90441.19,90446.66,2.46359401
2024-11-17 04:56:00,90441.2,90474.71,90370.0,90397.9,5.89171923
2024-11-17 04:57:00,90402.21,90411.39,90370.0,90396.22,1.62402999
2024-11-17 04:58:00,90400.02,90401.44,90336.27,90368.72,1.57238379
2024-11-17 04:59:00,90368.72,90632.79,90354.0,90606.46,23.1498981
2024-11-17 05:00:00,90606.47,90606.47,90464.0,90538.14,5.20970995
2024-11-17 05:01:00,90553.62,90636.04,90534.0,90582.83,1.44366202
2024-11-17 05:02:00,90567.45,90696.02,90550.0,90602.9,3.56553355
2024-11-17 05:03:00,90693.23,90749.98,90609.9,90720.2,6.83264991000001
2024-11-17 05:04:00,90722.7,90727.8,90671.0,90699.65,2.9858908
2024-11-17 05:05:00,90712.53,90853.66,90682.0,90840.27,8.14320023
2024-11-17 05:06:00,90844.2,90875.79,90799.0,90836.51,4.19745457
2024-11-17 05:07:00,90836.5,90888.0,90800.0,90842.53,4.53829249
2024-11-17 05:08:00,90838.56,90872.18,90804.0,90855.12,8.57253774
2024-11-17 05:09:00,90854.96,90875.09,90794.86,90861.25,5.27143312
2024-11-17 05:10:00,90868.41,90899.0,90808.89,90813.05,3.15486576
2024-11-17 05:11:00,90858.7,90858.7,90766.07,90799.6,19.3686707000001
2024-11-17 05:12:00,90799.9,90841.0,90781.22,90793.16,3.72726402
2024-11-17 05:13:00,90840.0,90841.0,90761.14,90787.7,8.20165198
2024-11-17 05:14:00,90840.0,90840.0,90764.29,90780.92,4.179762
2024-11-17 05:15:00,90792.37,90815.49,90744.39,90769.21,3.63288001
2024-11-17 05:16:00,90783.66,90783.66,90715.0,90749.3,2.43737784
2024-11-17 05:17:00,90734.38,90777.0,90687.29,90723.7,5.78128216
2024-11-17 05:18:00,90720.83,90728.22,90656.19,90677.59,4.34759206
2024-11-17 05:19:00,90676.17,90758.0,90640.77,90646.8,9.64765476
2024-11-17 05:20:00,90641.1,90703.39,90635.43,90675.66,3.10415461
2024-11-17 05:21:00,90677.0,90720.12,90662.52,90662.52,2.21026338
2024-11-17 05:22:00,90672.0,90674.9,90599.0,90646.59,2.58037144
2024-11-17 05:23:00,90646.51,90727.2,90631.7,90687.56,4.90475267
2024-11-17 05:24:00,90687.56,90690.61,90612.0,90671.27,2.22003051
2024-11-17 05:25:00,90672.16,90695.96,90630.2,90663.8,0.45885859
2024-11-17 05:26:00,90663.8,90704.22,90646.66,90659.57,2.58101747
2024-11-17 05:27:00,90659.57,90699.75,90650.0,90658.0,2.18331615
2024-11-17 05:28:00,90661.73,90682.93,90658.86,90668.26,1.25446057
2024-11-17 05:29:00,90667.62,90668.84,90598.0,90633.6,4.60712816
2024-11-17 05:30:00,90638.08,90679.12,90619.0,90663.7,1.74967956
2024-11-17 05:31:00,90664.38,90664.38,90600.0,90607.36,1.05106281
2024-11-17 05:32:00,90605.69,90628.1,90518.85,90549.8,4.47756195
2024-11-17 05:33:00,90540.1,90548.93,90493.2,90493.2,2.18704946
2024-11-17 05:34:00,90498.73,90548.79,90498.73,90527.9,1.39799635
2024-11-17 05:35:00,90536.58,90539.67,90427.15,90450.28,7.9793886
2024-11-17 05:36:00,90449.92,90465.16,90439.0,90459.24,1.8068013
2024-11-17 05:37:00,90447.2,90464.68,90419.92,90447.1,4.30849477
2024-11-17 05:38:00,90421.44,90455.5,90408.76,90420.7,1.99647822
2024-11-17 05:39:00,90412.7,90431.0,90376.76,90384.25,1.77042645
2024-11-17 05:40:00,90375.0,90475.52,90372.63,90475.52,6.45307335000001
2024-11-17 05:41:00,90475.51,90490.69,90427.31,90434.79,1.39989043
2024-11-17 05:42:00,90434.55,90451.0,90385.37,90407.6,2.43325315
2024-11-17 05:43:00,90413.94,90468.55,90401.05,90410.1,1.22631527
2024-11-17 05:44:00,90424.97,90444.63,90375.89,90432.36,3.93036189
2024-11-17 05:45:00,90440.41,90528.85,90410.1,90471.14,6.02872667999999
2024-11-17 05:46:00,90474.01,90518.27,90466.75,90518.27,7.49802035000001
2024-11-17 05:47:00,90531.09,90536.0,90480.0,90521.64,0.88881104
2024-11-17 05:48:00,90521.62,90555.75,90510.96,90510.97,2.54590579
2024-11-17 05:49:00,90510.96,90540.0,90481.45,90489.85,1.37265145
2024-11-17 05:50:00,90489.85,90540.52,90471.32,90525.19,6.10751908000001
2024-11-17 05:51:00,90522.95,90592.0,90480.3,90588.62,1.33522679
2024-11-17 05:52:00,90582.12,90587.54,90510.18,90524.52,1.19586836
2024-11-17 05:53:00,90510.4,90580.79,90510.4,90577.92,2.64763578
2024-11-17 05:54:00,90577.92,90615.5,90510.5,90573.82,1.30107273
2024-11-17 05:55:00,90567.25,90606.11,90518.47,90527.66,1.3743981
